counter question1 question2 proximity
3368 39853625 3862800 4
3369 3473756 1704634 3
3370 39183772 5790602 4
3371 18174444 6871664 3
3372 1783641 2161054 6
3373 44829909 36330914 4
3374 12763049 3221844 4
3375 21207664 6343166 2
3376 22866925 4821704 3
3377 34996244 13596454 2
3378 18160602 15786949 4
3379 19886227 5407250 3
3380 21231237 4612471 5
3381 36591777 18723596 1
3382 9148483 2517709 2
3383 42049775 27890597 5
3384 7935858 2755945 2
3385 1006395 256859 4
3386 30285960 22634644 2
3387 29911795 9266632 2
3388 31449868 513832 4
3389 9961829 275711 4
3390 44376112 28621617 5
3391 10327989 3058198 4
3392 4385749 4389005 4
3393 39967888 2422468 7
3394 45410855 26829844 3
3395 8622497 3664077 2
3396 12561967 2294551 5
3397 1262239 104599 6
3398 5699517 4470386 3
3399 45261770 10722110 2
3400 41001966 25706216 3
3401 30499713 5229809 2
3402 10419577 1813881 2
3403 45683895 18058433 3
3404 50360756 1386275 3
3405 36177577 15977031 3
3406 5009866 189094 4
3407 6117614 2383265 3
3408 18468530 2237308 3
3409 5891313 10896151 2
3410 19744508 9749746 5
3411 4454439 4447924 4
3412 37638892 33998407 4
3413 7975131 1532461 4
3414 21731302 513832 3
3415 6638321 886955 3
3416 17651824 17489250 3
3417 28340995 5850336 2
3418 18816142 2670269 3
3419 41242471 12592286 2
3420 49077212 24436871 3
3421 13074352 798545 3
3422 9864669 2227423 3
3423 30506350 4279420 4
3424 16231673 4040001 3
3425 17776785 1299837 3
3426 3481491 409784 3
3427 22855670 19998454 2
3428 31118925 11690917 2
3429 13540037 3293353 2
3430 20654404 3767794 3
3431 20964860 19109960 3
3432 1038223 931536 3
3433 8616781 238547 3
3434 8996426 1532461 4
3435 17237014 75175 3
3436 9767662 1555262 1
3437 29755464 18142009 2
3438 9273300 5510986 4
3439 3553047 3144610 3
3440 39921250 24556487 3
3441 4436087 2124951 2
3442 46072670 2411270 2
3443 1543481 380626 2
3444 36434564 9149918 2
3445 16956522 6910002 2
3446 46844831 2448843 3
3447 19663352 13726046 3
3448 24257227 19920271 3
3449 29874672 4044726 5
3450 21527653 4322893 3
3451 5239615 326390 3
3452 26105426 3970195 6
3453 32994243 363681 4
3454 5579817 3484353 3
3455 16490708 1817524 2
3456 25845280 850878 3
3457 27969381 16139977 5
3458 48639024 218384 4
3459 12973529 2042813 4
3460 19617947 1679421 4
3461 3164270 260666 2
3462 17098329 4051887 2
3463 14496670 160970 1
3464 2902618 6101311 5
3465 32831145 28331233 2
3466 10022289 2981825 2
3467 29077654 28079307 5
3468 13231606 1862283 4
3469 26951932 70689 3
3470 29318404 35688835 6
3471 16113839 2190161 4
3472 25762424 2238730 2
3473 41376058 5554734 3
3474 13749714 8946661 4
3475 17675551 6935345 3
3476 12840153 1990817 2
3477 49436368 12763983 3
3478 561365 94361 2
3479 36882559 4067628 3
3480 33860364 13960302 2
3481 16625220 10305153 2
3482 20378238 8882885 2
3483 3753413 2726300 3
3484 48353163 275711 4
3485 22545999 4709175 3
3486 5794245 4556401 3
3487 18789294 14902496 4
3488 10910510 520328 8
3489 23195247 5003142 4
3490 35639620 797964 2
3491 46714219 218384 2
3492 19966849 5253072 4
3493 35580035 7756054 4
3494 36614080 19816407 2
3495 22310783 2206378 4
3496 36890667 8765211 4
3497 27069447 21958083 3
3498 20700530 910374 6
3499 31638236 2801878 1
3500 33393075 5223044 2
3501 40503329 13770715 3
3502 13859016 178479 3
3503 10562834 46898 1
3504 31396093 3158730 4
3505 21509150 6048313 2
3506 17915247 9572795 3
3507 30498991 5840866 3
3508 10735679 4229710 4
3509 23478844 5879546 5
3510 37783963 218384 4
3511 25695011 13776576 3
3512 17944067 14295469 3
3513 27542765 3144610 2
3514 11990225 2411270 3
3515 32988118 12757841 3
3516 8404791 2892475 5
3517 9545300 1320476 3
3518 4659151 2411487 3
3519 29569718 192920 4
3520 40513094 3939636 5
3521 39326512 31890175 2
3522 34689467 390703 4
3523 17506735 4703152 2
3524 30071639 2784514 5
3525 31750958 14186091 2
3526 13294831 3629291 5
3527 3321611 363681 2
3528 47072737 11583502 2
3529 3253058 883136 3
3530 20480723 1814095 3
3531 48681988 65035 3
3532 15241903 1345713 5
3533 18510582 2506488 4
3534 12646404 510632 4
3535 35534770 5554734 4
3536 3316095 2770321 3
3537 39134126 34785417 3
3538 11517946 2092435 1
3539 14024311 4507440 2
3540 6627310 157944 3
3541 14831606 1673841 3
3542 28704593 604424 2
3543 41004236 12730685 3
3544 12518143 3198660 4
3545 30140147 761341 3
3546 12242355 10295543 2
3547 21312229 6154772 1
3548 25404650 14503001 5
3549 30330609 19891565 2
3550 12048550 46663 4
3551 34984311 27524445 3
3552 10488979 1915166 2
3553 40448870 8710619 1
3554 44982976 31225349 4
3555 33925627 7485670 3
3556 9059483 454908 2
3557 29691513 335311 2
3558 13832297 13702191 2
3559 15188479 2550310 2
3560 14253039 6851461 5
3561 48789434 11650013 4
3562 34114632 18198176 5
3563 30023983 7526892 3
3564 37346385 218384 5
3565 10778578 355167 3
3566 24346594 14525174 2
3567 4837500 1224817 3
3568 23313755 23105433 4
3569 15340294 1545717 4
3570 39538677 26791752 3
3571 49993010 37314298 4
3572 1110826 40480 4
3573 39662305 2382912 2
3574 16942627 16940017 3
3575 14917524 5710839 2
3576 6994513 4567636 3
3577 17819058 4591206 3
3578 4638023 3130311 3
3579 17637775 10734106 4
3580 29917518 16930443 2
3581 30472449 2927391 4
3582 8778775 3047051 3
3583 4948529 6470651 5
3584 4957685 3402052 3
3585 14104082 186799 4
3586 33727520 6033905 3
3587 19205574 5581913 3
3588 32571909 3144610 3
3589 12258156 625420 5
3590 17842949 15857883 4
3591 15147492 1061101 3
3592 30975982 5054132 4
3593 47308436 1225146 2
3594 25222325 6157020 3
3595 49938078 2125293 5
3596 632370 25706216 4
3597 12485912 6094575 1
3598 40555382 3784197 4
3599 7910060 198577 3
3600 15243018 2983444 4
3601 16886059 513832 3
3602 31009273 3572160 3
3603 17526502 8751455 3
3604 20164648 520328 4
3605 32554635 23813369 3
3606 47304442 4131092 1
3607 2941682 70324 4
3608 34243115 218384 4
3609 27525369 11152536 3
3610 2373988 285177 1
3611 11887792 7788363 4
3612 21201873 3776195 3
3613 38929142 25706216 5
3614 44083883 16930443 2
3615 44888090 36402646 2
3616 26199139 19162331 2
3617 3930817 3493441 2
3618 35608684 3756657 3
3619 14204905 703396 3
3620 30772598 997482 2
3621 20835811 252055 3
3622 12806700 6285301 3
3623 8104778 52353 3
3624 42773120 3556652 3
3625 48484110 47625531 2
3626 7209377 1311425 4
3627 151590 10240694 4
3628 41266155 5554734 3
3629 9986494 1321122 2
3630 3287137 2095397 3
3631 33437868 10332546 1
3632 46070292 2371118 2
3633 23294319 335311 2
3634 4401052 3616483 2
3635 3157901 370962 2
3636 23092288 7467568 2
3637 21121837 3021727 3
3638 30636278 178479 5
3639 13069159 2615498 2
3640 30494687 5677470 2
3641 15507814 362740 2
3642 41298825 30451470 5
3643 38421443 18093928 2
3644 16449847 10117026 4
3645 20379040 11698808 3
3646 40524365 35411051 2
3647 24816190 20001427 3
3648 27672322 27369269 2
3649 40611735 769963 5
3650 17382587 2367398 5
3651 22401827 3613102 3
3652 30206022 883060 2
3653 8566796 798545 2
3654 18475232 11321784 2
3655 13300838 9348449 2
3656 14998726 994331 5
3657 30797772 23799015 2
3658 22815733 19141622 2
3659 8604062 1627028 3
3660 31382882 5379966 2
3661 23727501 129178 4
3662 31926613 366237 2
3663 26262421 1835430 4
3664 33843093 2863157 2
3665 46215359 27872387 4
3666 2936996 10089826 1
3667 33496222 32613064 2
3668 36512569 12565587 2
3669 31827970 21242110 3
3670 32768036 3442090 4
3671 25865873 16513178 2
3672 32597399 6729605 3
3673 14005848 7747597 4
3674 41004279 3976344 4
3675 47921663 43911369 5
3676 22382625 2601978 3
3677 38866132 34677708 5
3678 49657284 38533338 4
3679 38830664 33621808 5
3680 13668695 12369204 4
3681 45152970 40238099 5
3682 2357946 2072681 4
3683 8438879 1647260 4
3684 39774131 37145331 4
3685 21348443 2723397 3
3686 34270008 1070590 2
3687 12308878 2972986 4
3688 22198720 5701793 4
3689 28758636 548249 3
3690 24013981 1090458 2
3691 29442759 1467913 3
3692 50231233 24157817 4
3693 14274480 5335768 3
3694 41346472 33553606 2
3695 23825048 19243458 4
3696 7544208 1896145 4
3697 11454999 4507440 2
3698 2808535 153724 2
3699 20603782 4772425 3
3700 48313351 32098801 3
3701 13333779 5533191 3
3702 23563340 3821640 3
3703 47650093 5289393 1
3704 11986593 3064423 3
3705 12006170 798545 3
3706 28654384 26565606 3
3707 16633711 529085 4
3708 39709149 409784 2
3709 40339653 25147094 2
3710 35525039 3988788 4
3711 6571362 405364 2
3712 12020938 292169 3
3713 41414613 2580925 3
3714 43982843 19896870 3
3715 21771835 545957 2
3716 48818051 109383 2
3717 22387771 10810768 3
3718 46977115 3784197 3
3719 34100664 339699 3
3720 41194339 22078377 3
3721 33226948 19896870 4
3722 22352375 14411736 4
3723 41425763 218384 2
3724 49380052 271526 5
3725 29373515 11126782 4
3726 41637604 2983248 4
3727 3379720 1134894 3
3728 16863263 10710193 2
3729 22144671 2745265 4
3730 50555853 702607 1
3731 20623778 327544 2
3732 3668153 3106452 5
3733 12597277 5552258 3
3734 22197300 22036885 2
3735 36514134 28514704 2
3736 6219773 148828 2
3737 35540494 63150 4
3738 9482731 3526556 3
3739 47974467 2808535 2
3740 29913237 15693169 4
3741 30721899 4432774 3
3742 22871321 18977887 3
3743 26332703 513832 2
3744 49031037 33925551 4
3745 21554309 2434041 2
3746 25321449 109383 2
3747 40873495 4030032 3
3748 30781026 12091506 1
3749 11515737 10778865 3
3750 27518667 5683486 3
3751 39977104 13101991 2
3752 34306953 10172657 5
3753 10931463 3849634 3
3754 22715937 3830260 3
3755 6772521 2201113 2
3756 32812208 513832 2
3757 10704931 1168451 2
3758 34874602 31539314 3
3759 6209120 3313929 4
3760 8434153 1455138 3
3761 16881914 1727603 5
3762 8607249 318239 5
3763 49934777 41234886 1
3764 40690169 17150627 3
3765 11268357 1081486 3
3766 24231364 474896 3
3767 10758690 5623285 3
3768 33585057 14539072 3
3769 47083895 12552863 3
3770 47071866 15239398 3
3771 24104313 3342651 3
3772 10871704 272535 3
3773 37521661 26554814 2
3774 18324017 4172937 6
3775 47626149 2336692 3
3776 32330661 25963720 3
3777 3398118 1552301 3
3778 38462033 12358047 4
3779 10276880 205573 5
3780 44287356 676097 6
3781 11490142 13093499 3
3782 19805077 16839182 3
3783 40338418 3537706 3
3784 26257266 16827262 4
3785 3844928 2340406 5
3786 32296684 43486463 3
3787 26118785 1906445 1
3788 37859088 2113795 3
3789 3288838 2144697 3
3790 40840665 218384 3
3791 23625706 14447637 3
3792 50382270 27581 4
3793 50506288 12374399 1
3794 20386608 6729605 3
3795 7678691 50532 3
3796 18845658 1568091 4
3797 24602875 23620919 2
3798 8836299 4770425 4
3799 30510066 14602062 3
3800 21687776 11368496 2
3801 43116007 40268446 5
3803 46153205 43791277 2
3804 43155007 8180430 2
3805 40415504 15281904 2
3806 24413867 1555262 3
3807 36395890 7556986 2
3808 35242740 1519736 3
3809 15103252 2902458 3
3810 18241403 510632 3
3811 37680705 4559661 2
3812 12693273 12088436 3
3813 34172281 2340406 4
3814 28190304 24095875 4
3815 42114437 513832 1
3816 45179999 5554341 3
3817 16520046 9917787 2
3818 11589615 944530 2
3819 4764611 6784463 3
3820 5131776 1960333 7
3821 48960880 11535017 5
3822 13804547 1678205 4
3823 24007579 5868369 3
3824 6248495 2161054 5
3825 12105253 2062020 3
3826 30099071 3754597 3
3827 50354474 7331093 4
3828 23161634 2258932 2
3829 12525534 12054006 4
3830 48827800 2193226 3
3831 4764266 443010 3
3832 7309640 5581913 4
3833 31914989 13077009 2
3834 38573810 428918 2
3835 22096520 24896498 2
3836 17722959 5554734 2
3837 33735899 18001550 3
3838 33897978 32011996 7
3839 233579 5443510 4
3840 6092642 1884889 1
3841 11546800 2887967 4
3842 46783376 16216524 2
3843 33349953 153724 2
3844 45910669 39173982 4
3845 30754166 22017480 4
3846 1643067 7520432 4
3847 15827329 13833588 2
3848 39410670 24243348 2
3849 42263615 26741925 3
3850 19467202 218384 4
3851 13098668 3612659 4
3852 3157746 233579 3
3853 8448314 10382929 3
3854 30425794 2745265 3
3855 7829211 804951 6
3856 42575205 40480 4
3857 14245533 1018750 2
3858 20417793 157944 1
3859 30696010 15843169 2
3860 45599608 2745265 3
3861 21139468 6850874 1
3862 40449866 1270760 3
3863 3059721 390703 2
3864 37366733 28964926 2
3865 28588225 5141830 2
3866 32565450 24633913 1
3867 7512337 4855077 2
3868 5452490 703150 4
3869 18780839 2782066 5
3870 23204580 12020048 3
3871 13586917 2793150 2
3872 14098032 2843366 3
3873 41922264 32010172 2
3874 17814457 4226734 3
3875 9380044 3921616 5
3876 48113306 218384 3
3877 9718314 3158730 4
3878 11882235 1700081 4
3879 15217411 3425995 3
3880 25617680 3940213 3
3881 47254379 8033550 4
3882 11323962 8445311 5
3883 19452938 14789478 2
3884 16672314 40480 2
3885 12274658 2076262 4
3886 14084921 2683202 4
3887 26810375 22694884 4
3888 11675439 2793150 2
3889 35938842 5911174 3
3890 18816224 7729905 5
3891 35784113 13982870 3
3892 12919659 109383 3
3893 31190943 25748763 3
3894 37603082 218384 4
3895 33011184 218384 2
3896 20730179 6359847 3
3897 7846518 1299837 4
3898 32446799 25425130 3
3899 35961731 106770 5
3900 2691121 1742001 2
3901 17629327 5442640 4
3902 37256201 9598707 5
3903 36136961 14514589 3
3904 16128436 16125626 5
3905 46299583 17171012 4
3906 40760965 2770321 2
3907 11683201 2808535 2
3908 49077212 31370113 4
3909 14154127 8036429 4
3910 20860543 1625234 2
3911 49436368 7811608 5
3912 15609751 3001836 2
3913 31533316 24202473 2
3914 22390344 12244272 2
3915 3181339 27581 5
3916 35640853 20921365 3
3917 32965523 9105699 6
3918 44834047 751105 4
3919 10785791 140131 3
3920 50477632 6212558 2
3921 11280894 1513603 4
3922 47433075 2770321 3
3923 49283131 3571945 2
3924 16112515 4228975 3
3925 545957 14602062 3
3926 10458147 2236599 3
3927 17225107 60160 2
3928 13215967 513832 4
3929 17303662 2464222 2
3930 5170666 9464998 2
3931 10503964 29140402 5
3932 14210235 3885753 3
3933 11221595 428073 3
3934 39791646 218384 3
3935 37443852 19896870 3
3936 14553713 12082196 4
3937 5224252 2367398 4
3938 13016252 513832 3
3939 29410558 13102045 5
3940 29999624 17985036 1
3941 47102120 10382929 3
3942 45137577 27993604 2
3943 4153533 1344289 3
3944 41549474 4689497 2
3945 19590262 5585779 2
3946 13243272 7187883 3
3947 39177855 4600034 1
3948 22111517 7803944 4
3949 4181715 726395 6
3950 36375143 1812244 5
3951 22254618 22203257 2
3952 27620899 5554734 3
3953 27707937 1648551 4
3954 10620222 2546968 3
3955 13832592 9286861 4
3956 10393728 3488703 5
3957 24583576 2937086 3
3958 24287774 1040868 5
3959 20410222 513832 3
3960 20804862 40480 4
3961 2059543 6772215 5
3962 20391019 3806788 2
3963 29648750 18147768 1
3964 16970488 10904911 3
3965 29383083 25169175 2
3966 35295788 14522441 5
3967 4301627 1034640 2
3968 47458401 248562 3
3969 35264974 218744 2
3970 19349526 10879302 3
3971 25356543 4781100 3
3972 25787711 849813 2
3973 5531603 1678205 3
3974 21740729 14958643 3
3975 27890275 19395003 2
3976 23363147 2983248 3
3977 29555890 2592501 1
3978 10917731 4930781 4
3979 2359919 1429172 4
3980 8569203 1953530 3
3981 31505015 21297979 3
3982 22646612 153724 3
3983 14234619 7126550 1
3984 13197956 6567923 3
3985 16091711 3177733 3
3986 3246137 2745265 3
3987 14587286 75175 3
3988 46527626 16181159 3
3989 35115029 2591098 4
3990 18780888 4688123 4
3991 27285644 8002603 4
3992 5857626 2422468 6
3993 47810777 6343166 4
3994 24110620 26102115 3
3995 8882205 109383 2
3996 12768658 4112686 4
3997 30865749 56974 1
3998 24134849 16707340 3
3999 23672266 22012067 2
4000 15480873 6343166 4
4001 36594656 3481828 1
4002 13069159 12763983 3
4003 16802211 11911316 3
4004 20513356 11461607 4
4005 28665725 933447 1
4006 19279998 218384 3
4007 41198497 12020361 3
4008 47604303 36186724 3
4009 14931874 129178 2
4010 14721397 3598770 2
4011 39263751 3734511 4
4012 8410766 40471 4
4013 20006321 6094575 2
4014 38290098 17969436 2
4015 5887709 363681 3
4016 5175811 2291470 3
4017 15238997 2501023 3
4018 33782762 218384 3
4019 12519475 7259687 6
4020 35243185 309892 2
4021 48331087 10502164 4
4022 3715743 466841 4
4023 12945907 6455359 4
4024 30062430 219585 3
4025 12786902 513600 3
4026 35255972 9419252 5
4027 49283131 1128723 3
4028 3363557 271526 4
4029 8088060 2465251 1
4030 32753787 2750216 2
4031 32032851 304268 7
4032 15260718 10786042 3
4033 10452825 676097 5
4034 47511210 19896870 5
4035 23215174 513832 2
4036 37390747 180158 2
4037 12772221 14112515 4
4038 49463732 11640507 3
4039 29791738 604424 1
4040 31123183 17075061 4
4041 8375385 8357868 3
4042 28744096 679298 4
4043 12892490 582278 3
4044 17470297 441196 3
4045 6277944 3034186 4
4046 37865575 218384 7
4047 41762756 26446599 4
4048 16070070 7885573 2
4049 45042676 5749218 2
4050 9182207 29426 2
4051 31145710 24424686 3
4052 11639256 41233 4
4053 1912475 1320745 2
4054 48512425 14136721 2
4055 18052084 10547317 1
4056 14168107 6523193 3
4057 686897 341971 6
4058 30325042 2253750 4
4059 26748822 11702184 3
4060 14352577 37628 3
4061 29632454 12395281 2
4062 18704298 355167 4
4063 26502961 2923856 2
4064 32224634 10613359 2
4065 3326778 810493 3
4066 39326512 7220681 2
4067 24622375 1881714 2
4068 20646022 9297899 5
4069 49963037 4600034 3
4070 42993804 36775518 2
4071 1442608 10419577 2
4072 32193891 31600992 4
4073 17377354 17006239 2
4074 4658453 279507 5
4075 5547617 4076601 3
4076 16046200 4488716 3
4077 13167088 767372 4
4078 30380516 20734540 7
4079 42104023 7280825 3
4080 44804552 4595512 1
4081 20808941 1223072 4
4082 33546411 3429921 4
4083 40845049 2615498 2
4084 20041051 18724750 4
4085 3920069 2633112 4
4086 4477625 3778217 3
4087 9587007 6411584 3
4088 31050937 215497 3
4089 23277777 14935016 2
4090 28556884 12690128 3
4091 18810272 8193031 3
4092 40817062 4131092 2
4093 1122316 996646 4
4094 15366232 15351604 4
4095 32175403 5554734 4
4096 3055840 2744511 2
4097 12424345 1884433 2
4098 16585589 2942788 3
4099 34655540 19988092 3
4100 4235991 19889132 5
4101 21020432 10272814 3
4102 12020527 529085 3
4103 15349368 3764978 2
4104 22402424 763295 3
4105 49109304 27075678 5
4106 23555106 6827752 2
4107 13661433 9808689 1
4108 45486363 23110853 2
4109 37314612 19561332 2
4110 16980102 16238182 2
4111 20118594 40480 3
4112 14426338 3971049 2
4113 27580981 8506303 4
4114 20136291 179427 4
4115 45425909 40480 2
4116 4436006 1892599 3
4117 25199107 17001185 2
4118 17945985 12693273 3
4119 17595498 2831484 2
4120 18323292 4737841 3
4121 8519700 1149928 3
4122 47091907 7142665 2
4123 32293476 31627236 4
4124 4794278 78811 2
4125 33437618 3352791 3
4126 23053378 366237 2
4127 29891115 9428573 4
4128 13351941 3035656 2
4129 37019467 5071040 4
4130 8350073 19688104 2
4131 18508195 3387622 3
4132 19802203 2277430 5
4133 15192907 9925263 2
4134 19283131 2120255 4
4135 8877919 116053 2
4136 3382954 180158 4
4137 5336889 4112686 5
4138 50023305 10382929 1
4139 32261437 7237536 3
4140 2030148 283816 3
4141 6280306 147454 5
4142 24418128 2811319 2
4143 20381153 3342651 3
4144 17853112 2950871 5
4145 33798190 529085 3
4146 36242518 218384 2
4147 34075002 218384 3
4148 10633235 2481455 3
4149 21726033 8065532 3
4150 27033976 23430854 3
4151 40631474 15370288 4
4152 37763709 153724 2
4153 3090795 26446599 4
4154 13938886 369760 2
4155 28052243 4587392 2
4156 12888848 10780209 5
4157 15798022 19843506 4
4158 36590274 5868439 5
4159 6336222 309396 4
4160 42685825 1073919 3
4161 21797404 2223386 3
4162 8058279 4011075 2
4163 49883333 6429462 3
4164 37553433 14025718 6
4165 17884843 2715118 2
4166 11621750 716597 4
4167 23811989 2619584 3
4168 18032465 223918 3
4169 48580902 19896870 1
4170 48077592 2770321 2
4171 10373824 1481853 4
4172 5204051 180158 4
4173 11959922 668952 5
4174 29370676 9398746 5
4175 46016520 18573016 2
4176 31020269 20001427 3
4177 31899272 19896870 3
4178 18531919 14060161 3
4179 37371303 11189155 4
4180 39047292 2448843 3
4181 4490454 58305 2
4182 48136525 1864076 6
4183 17404249 513832 3
4184 40202497 13729294 4
4185 30032934 3106452 5
4186 32866657 6682724 1
4187 38183435 2965747 2
4188 14535347 3209647 3
4189 46350389 6115896 3
4190 36146172 2591098 3
4191 12524005 767372 4
4192 30401124 37335 3
4193 6353879 660609 2
4194 3611635 12734721 2
4195 47723628 1696551 3
4196 11239086 10382929 2
4197 32982094 2120255 3
4198 28877254 746089 3
4199 47356797 5554734 3
4200 19192508 513832 3
4201 10852332 5405907 3
4202 33137417 4166966 3
4203 27673802 1965500 2
4204 15587818 1306727 5
4205 16005535 218384 5
4206 13242782 2161054 7
4207 13722945 309424 3
4208 20809788 20808290 4
4209 38980318 339699 3
4210 23222251 25552 4
4211 11375392 1386275 5
4212 11963462 696626 4
4213 16889828 7215411 3
4214 13308431 19843506 2
4215 31553225 686231 4
4216 39975575 6684665 4
4217 36432397 513832 3
4218 13288331 767372 5
4219 34271256 3403909 3
4220 17007451 5667764 2
4221 23299070 17221254 2
4222 28637373 4202252 2
4223 42599997 2382912 2
4224 38531825 18121714 5
4225 7988486 1735870 1
4226 49618257 28140193 1
4227 15968755 2983248 5
4228 13731677 5498865 3
4229 3907384 224311 4
4230 27732841 1686699 3
4231 33041154 5562548 1
4232 2863852 41107 7
4233 7428358 2735736 3
4234 34627012 15518731 4
4235 26295123 13429400 3
4236 13477863 6788018 4
4237 30201660 271526 6
4238 13945976 2614095 5
4239 17306212 40480 4
4240 30113551 4746299 4
4241 39505230 15991285 1
4242 44399509 24510188 4
4243 37570394 320542 2
4244 48093609 48041764 4
4245 23665098 8189466 3
4246 17653552 17466882 4
4247 40437830 29286698 3
4248 4298177 734891 3
4249 32741744 6352139 3
4250 33826183 1481321 2
4251 516399 147181 2
4252 43722928 42270748 3
4253 38075602 2784514 4
4254 28747500 10810768 2
4255 38995888 218384 3
4256 21674991 1883321 4
4257 14403774 2484079 4
4258 8391979 8362027 5
4259 12633149 2591505 4
4260 38754219 10967451 2
4261 15455682 12132880 3
4262 30081930 3212275 3
4263 18524386 216894 4
4264 31304923 75175 2
4265 44869976 38697939 2
4266 34180112 693997 5
4267 6516103 2076913 3
4268 16639173 5966005 3
4269 12042738 320588 3
4270 16241196 6711838 3
4271 3493287 3683494 3
4272 44479427 18093928 3
4273 4437213 1688099 2
4274 38695012 2704597 5
4275 32410049 13670991 6
4276 30401124 24510188 3
4277 14514467 27556104 1
4278 11065173 7121581 4
4279 5117132 1700081 5
4280 6233541 3175303 3
4281 33013378 17745550 4
4282 34281611 15513467 3
4283 34565370 9335729 2
4284 46647445 558978 4
4285 18250610 2585641 3
4286 11727381 5935168 3
4287 1455138 857420 3
4288 35791075 25569836 4
4289 48732427 37782536 2
4290 42012857 29058930 3
4291 35227332 11891851 3
4292 40959087 3106452 5
4293 9326154 2173984 2
4294 4538180 27153024 2
4295 30250454 218384 3
4296 13053829 13046877 3
4297 18032172 971954 2
4298 15746984 5258207 2
4299 35842318 4716503 2
4300 19909783 18093928 3
4301 41543440 12020361 3
4302 20940652 2745265 3
4303 15632734 2414105 2
4304 49664741 34910841 3
4305 33486006 6337760 3
4306 18131447 11187148 2
4307 6924236 2629357 3
4308 21904548 17673292 4
4309 29631896 129178 2
4310 15794767 11559954 3
4311 43874605 7019754 2
4312 37010439 34413 3
4313 41139947 3052442 6
4314 40762137 4916735 4
4315 19851481 643906 2
4316 42605776 32923586 3
4317 8963413 2007425 3
4318 9440380 27581 3
4319 35213261 513832 3
4320 21180170 2255500 2
4321 39990185 218384 3
4322 42294615 18394560 3
4323 47548133 4909824 3
4324 2467970 10947768 1
4325 30593010 25229124 2
4326 2060128 3541077 2
4327 8528803 6120831 3
4328 40063207 13603445 4
4329 35362725 4637215 5
4330 6164123 3774198 4
4331 43551869 182636 2
4332 29454638 112503 3
4333 7968515 147468 3
4334 6147421 6018267 3
4335 9408210 2044033 4
4336 28280721 20266422 3
4337 31798930 26931565 6
4338 43315161 35650974 3
4339 22225805 8710619 2
4340 36735934 1855170 5
4341 6755358 1000876 3
4342 30662642 18338134 6
4343 44681737 35276820 5
4344 36876600 5554734 3
4345 22575878 11602533 2
4346 16408253 153724 2
4347 18819068 976441 3
4348 12076165 10819469 6
4349 29672287 9790435 2
4350 36348055 24713488 5
4351 9991253 435890 6
4352 43123616 4017137 3
4353 31721486 22247435 5
4354 36115413 218384 1
4355 14033217 5625573 4
4356 33621060 33107500 4
4357 14077842 4520216 4
4358 17623217 2367398 5
4359 8018538 513832 4
4360 20046262 2236807 4
4361 48602790 23407014 3
4362 6352540 12341086 4
4363 17358201 2279662 2
4364 28829957 6457130 2
4365 18884779 218384 6
4366 27244947 14925073 3
4367 16777156 42198050 7
4368 17421736 12758338 3
4369 31286453 27088934 3
4370 33737669 322715 3
4371 30559373 10240694 5
4372 31902145 7951331 5
4373 10146819 2809366 2
4374 14553825 14297113 3
4375 38774155 37969456 3
4376 18242903 15565993 4
4377 8877654 354703 6
4378 49498888 47153183 4
4379 50274864 2262524 2
4380 12739648 7704426 4
4381 11026626 700831 2
4382 39163731 6787142 4
4383 7397307 1795402 3
4384 38845431 4645242 4
4385 18428221 18138397 3
4386 29642464 11747833 2
4387 8945113 7804335 4
4388 48871626 12413974 2
4389 27040389 2349633 4
4390 25857562 513832 2
4391 36180387 27739514 1
4392 7052142 4120107 2
4393 24775817 10796160 3
4394 41382229 5078858 2
4395 14192532 9962082 3
4396 34879086 22511750 2
4397 19927509 9590885 3
4398 20194124 1395551 3
4399 27143461 10382929 3
4400 33067817 218744 2
4401 12147931 529085 4
4402 2999351 182278 2
4403 18628957 1757065 2
4404 3990319 3571267 6
4405 41643912 3003855 2
4406 23270269 5054132 4
4407 38584911 30639785 4
4408 2990222 415580 4
4409 16368030 513832 2
4410 13318139 40471 3
4411 33639914 218384 1
4412 23520208 4142046 4
4413 13783086 1091566 2
4414 42088896 22472292 6
4415 18993693 513832 2
4416 33934129 218384 6
4417 14608683 2237720 4
4418 23327436 6197306 3
4419 46006316 8224898 2
4420 47588684 10055005 5
4421 35755044 6374161 3
4422 14133600 1440006 3
4423 17628677 40480 2
4424 36682051 3481828 1
4425 16630359 529085 2
4426 35390737 2371118 2
4427 10879761 1217228 3
4428 4592079 3295496 4
4429 46829518 3559063 3
4430 16889838 306713 4
4431 12253908 203030 4
4432 4662582 1281952 3
4433 29696283 11145696 4
4434 24238238 24236286 3
4435 43864846 2556419 2
4436 36601347 22150722 3
4437 22274167 1073358 4
4438 35490633 5243726 7
4439 22443913 23353173 2
4440 26024939 2839321 4
4441 47517990 10079415 2
4442 31282587 30838302 2
4443 38992738 1565388 2
4444 11743267 363681 3
4445 2729027 113063 2
4446 9763327 2745265 3
4447 36512952 218384 2
4448 29692295 28466925 3
4449 15625556 322749 3
4450 37907756 31617301 2
4451 13914896 4437358 3
4452 2977075 10257981 2
4453 3454716 6099040 5
4454 35964305 14844372 3
4455 10438127 7295096 4
4456 18404128 367706 3
4457 28111736 1548487 2
4458 31858109 6056124 1
4459 5226678 578904 3
4460 17258150 726395 3
4461 22704920 3297867 3
4462 40719186 388461 4
4463 8383753 872272 6
4464 13832864 13713465 2
